text,label,gru_pred,cnn_pred,bert_pred
@MontrealBrad I truly appreciate your clarity ,1,1,1,1
Draw a happy face - you'll feel good afterwards!!  ? (via #zenjar ),1,1,1,1
I am figuring out my life ,1,1,1,1
"woken up by the sound of thunder today, wow ",1,1,1,1
@iconermaddyct I wish I could get twitter to upload my background of M ,0,0,0,0
"I updated my blog with my top ten favorite John Mayer youtube videos, because I was bored  http://www.mixedcolors.org/",1,0,0,1
"@Stefter I wish. I was going to walk to Starbucks, but decided to just make some.  mediocre coffee.",0,1,0,0
@WonderMut sorry Luca...if I would have known u could have went to Washington with me for the day! ,0,1,0,0
I am at the airport in Maui getting ready to board my flight home. Not very happy right now. ,0,0,1,1
Is ready for bed but rosies playing hide and seek and I can't find her ,0,0,0,0
@danasutton  thanks. I'll have to take some new ones this summer. maybe i'll do some fam ones for yall ( if i can ever get yall together),1,1,1,0
@AccidentMagnet Yes It has been a while *sighs and hands her the gift* I got you something you'll love *smiles* (A new camera. That works ,1,1,1,1
@Chozenfate 1045 on myspace I read it wrong it's said 745 pacific ,0,1,1,0
"Rain? Wtf? Still stoked on my red phone, though! ",1,0,0,0
@ilianaarroyo stop feeling sick so you can come eat with me. ,0,0,0,0
"@Twittin_Freak hehe Thanks for the kind compliment  Not this past wknd, was SO tired!! Appreciate your kindness ",1,1,1,0
im gonna miss the script playing in london TONIGHT!  &lt;/3 (U) :'(,0,0,0,0
i finished all my work! ,1,0,0,0
"@xbllygbsnii a new job lol :$. mmhm &gt; &lt; i could, but doubt they'd have it either.  dont like the look of the new blackberrys ",0,0,0,0
@Dukeicon our BBQ is now flooded ,0,1,1,0
Nine thirty-latest I've slept ALL summer. Maybe its christinas magic touch ,1,1,0,0
Wat I love about winter- I get to wear my very comfy ugg boots ,1,1,1,1
Celebrating papa's Day because we both work tomorrow! It's supposed to rain ALL day ,0,0,0,0
@timmys poor lonely shuffle ,0,0,0,0
"@D4n4L4ur3n call me, if you get home early enough, please...  ",1,0,0,1
workin my long day today in plymouth  and things are uneasy at work now thank to the economy,0,1,1,0
Bwurk... need to work on a presentation although the beautiful weather today ,0,1,1,0
last full week of school. Everyone's out but me ,0,0,0,0
Is this the best new FPS at the moment in terms of pure fun factor? *Help Aliens!* from _Marjupi Games_? ,1,1,1,1
I can't find my camera ,0,0,0,0
@Kitsuneellie That's probably the antibiotic giving you special side effects. Sucky. ,0,0,0,0
"@mileycyrus Miley, when you come to Brazil? ",1,0,0,1
"waiting for new firmware, looks like ill have to now until after work! oh well ",0,0,1,0
@ericxenvy I totes EYL. You deff had a better night last night... I didn't even get twirly  what a F41L. Whomp whomp....,0,0,0,0
Back to the store then! at least its 8:50 and not 6am  thanks to guy working through the night..again!,1,1,1,0
is losing hope fast ,0,0,0,0
@AmyBowen Thanks! I was just about to ask her how she was doing! ,1,1,1,1
Feeling guilty that I don't have my TTIC available to post   Sorry girls!  Camera locked away in gym bag - will get it this afternoon!,0,0,0,0
"@ebassman Jet lagged? Or party too much last nite? Or maybe.... Both?!  Get some rest, son! Sleep well &amp; sweet dreams.",1,1,1,0
"@sidin good read  Btw, wonder why so many companies have just stopped speaking to their employees. Death of the old management ways?",1,1,1,0
@XXXTJCummings  i miss being single ,0,0,0,0
My head hurts.  Contemplating watching an episode of one of my television shows...,0,0,0,0
mr ambulance you are hurting my kitties ears. hope your patient is okay though ,0,0,0,0
SPEEEEEEEEEEEEEEEEEED RAAAAAAAAAAAAACERRRRRRRRRRRRRRRRR! ,1,1,1,0
i'm doing a language work ,1,0,0,0
We've got the tickets to see Rose tomorrow! ,1,0,1,1
Treat People As If They Were What They Ought To Be And You Help Them To Become What They Are Capable Of Being ,1,1,1,0
@myraderobles: no worries like I said tomorrow will be party time ,1,1,1,0
@mlm_marketer Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1,1,1,1
hobo robot. Hobot ,0,1,1,1
Movie Night with all my friends at the church! ,1,1,1,1
@MDot412 awwww how tweet of u ,1,1,1,0
@andyhey Pity it's not for longer ,0,0,0,0
is mad he can't remember the original lyrics he wrote ,0,0,0,0
I  just made the most amazing Banana Bread ,1,1,1,1
@shefaly Morning shefaly..the sun's always blinding..its the level of shade that you have that makes it bearable/nice ,1,1,1,0
Lost everything on laptop  Won't be able to CG anything properly untl about 6 ,0,0,0,0
@PompeyHendo glad you took the crap weather with you. Today was glorious in the Lakes ,1,1,1,1
"@chibirose True, better off waiting for rain in your area then. ",1,0,0,0
I feel so fat and ugly today. ,0,0,0,0
@holytaleedoo man Rob u will be alright bro I know it  Ull find ur blessing,1,1,1,0
DonÂ´t wanna think about my Bf...  But I am soooooo angry.....,0,0,0,0
Everyone follow @NoWinSituation ... Rachel and Renee are the best! ,1,1,1,1
@daisycrazyjess omg me too.  ,0,0,1,1
"I'm always wary of stepping on Roxy whenever I go to bed, she's always right next to my door ",0,1,1,0
@Expert_Image  Thanks Charmaine!! Have an awesome day!!! ,1,1,1,1
I've been alive 8735 days and day 8736 will be my first without having a dog   RIP HERC....   ,0,0,1,0
Ok nurse pass the hob nobs iam ready for my cuppa .stay happy ,1,1,1,0
On the lappy trying to grieve at the loss of my mobile phone ,0,0,0,0
@mikemonday    x,0,1,1,1
"@SpencerFosberry  Lol, my tweet was nothin to do with my trainers or clothes... although, I'm still not sure what I'm going to wear ",0,0,1,0
@Schofe sounds like a great show. Wish I could watch it instead of working ,0,0,1,1
red faction demo gets the thumbs up ,1,0,1,1
"Greetings Twiggas. . .Finally Got A Twitter! Left Peterson, I miss it There so Much. Thinking About T.O.S. &amp;+ My Besties I can't Be With ",0,0,0,0
oohh excited for the britain's got talent final tonight ,1,1,1,1
"@_charlene thanks charlene, i thought it would be a smooth transition, but obviously not! ",0,1,1,1
has been sneezing all day and had to blow her nose with a (clean) pantyliner in the car because I didn't have any tissue ,0,0,0,0
"@stephenfry sounds gorgeous! I'm very jealous, nothing nice to walk along where i am  and i love walking!",0,1,1,0
@EveryDayEaster lmao ud def have fun with us though!!!!! And ok no bliss or techno ,0,1,1,1
fo shizzle. . . i'm bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,0,0,0,0
"@Kat_in_NY Guinness, whiskey, Bailey's &amp; chocolate - the way the cupcakes shd've been made, only no Bailey's in this batch. For the kids ",0,1,1,0
"@ChrisAxe barbie is now clean,chops,bangers and steaks are now defrosting.cya later.lol ",1,1,1,0
@TheDailyMel   I'm sorry!!!  That totally sucks.,0,0,0,0
   F**kn day...,0,1,1,1
"FOLLOW ME PLZ TRYING TO GET TO 100,000,000 FOLLOWERS ",1,0,0,1
@golddiamonds likin the natestick mix ,1,1,1,1
Officially graduated ,1,1,1,1
Today's Photo from NAKIzm. Enjoy~   http://www.flickr.com/photos/nakizm/3631139458/,1,1,1,1
@cognoscento I'm into THREATENING to be into wacky stuff. ,1,1,1,0
Had so much fun singstaring! Thanks Leah ,1,1,1,1
@Transitionqueen  I hear you.  Maybe you were meant to slow down too?,1,1,1,0
I like airports.  I can't fucking wait until friday! I want it to be friday right freakin now!,1,0,0,0
laurs leaving in two days!! ,0,0,0,1
@AndrewDearling thanks sharkey ,1,1,1,1
i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag ,1,1,1,1
Yay the Jonas Brothers Youtube channel is back up ,1,1,1,1
Time to start the day now ,1,1,1,1
"I love Mindy, She is my favorite employee ",1,1,1,1
@christelpierce  Thanks! Good luck to U too.  I'll report back after Thursdays weigh in. If you have any q's on what food is good holla. ,1,1,1,1
@amberisaqueen CANT POST IT... TO SCARED...   ,0,0,0,0
5 days away....It's coming up quick ,1,1,1,0
omg...has everyone heard how much miley tickets are.....  grrrr.....everything i like is expensive!,0,0,0,0
@DubDior Lmfaooooo .. i mean anything for u!  i tried to do that as smoove as possible! lol U was good tho !,1,0,1,0
@ethank I'm in.  Was actually thinking the other day how mom's have a crapton of resources/communities and dad's get nothing.,1,0,0,0
still has a fever.  Doesn't it suck when you spend your days off sick in bed!?,0,0,0,0
I'm singing in the rain. Even though it not raining? ,1,0,0,0
"@Brattyhack no and yes, small keyboard and too mich bright light outside.  light sensitive eyes ",0,0,0,0
"@ThyNameIsBlair - If a pretty girl is cooking you dinner, then you're making the right choice to not do overtime ",1,1,1,0
wish the snippy tool in #win7 had an auto scroll feature like snagit to capture webpages ,0,0,0,0
@sdwingard here is that article http://tinyurl.com/c2ctyc use tinyurl.com to shorten URLs mommy! I love you! ,1,1,1,0
"@foxythang2000 Okay, you must teach me cranes! Then I can feel closer to a Prison Break character..  do NOT contract swiney!!!",1,1,0,1
@fridgemagnet2 You'll not be getting much sympathy from @poots ,1,0,1,0
Show kicked ass  love my cast.  soccer pub ,1,1,1,0
"waterrrrr. mmmmm, i want coffeeeee!!!  starbucks anyone??",0,0,0,0
@seekelseytweet Omg I'm really sorry ,0,0,0,0
a have a feelin am gettin blocked off this soon for tweeting to much ,0,0,1,0
There's a cute guy staring at me from across the lounge. I think I'll wink ,1,0,1,0
@mileycyrus the CLIMB! ,1,1,1,1
"@Bumatay Yes I did, it was so graphic! Such a tragic loss of life ",0,1,1,0
@reversepr lol... yes... you go buy some ,1,1,1,1
"@sexycroxy I suffer from the same syndrome unfortunately, according to my ex ",0,0,0,0
@manos_one Pick up runs? Dont think that's really possible.. more like smear. ,0,0,0,0
so tired.. ,0,0,0,0
has just come in from the gym and is now looking forward to her mother's roast dinner...mmmmm ,1,1,1,1
@divarina21 i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she's disappointed in me. ,0,1,0,0
Going to make pizza for my lil brothers ,1,1,0,1
"@Kingdommama No, I don't think so. ",1,0,0,0
"@mneylon yep, been there   So that'll be letshost fault ?",0,1,1,0
I FOUND MY CAT! he's in bad shape ,0,0,0,0
ahhhh back at maclab...starting to really get sick of this place. but got a few more nights here to come ,0,0,0,0
"think I am going to pick some lavender today ... it is looking so beautiful, a wash of purple ",1,1,1,1
sore throat ,0,0,0,0
@RealHughJackman CCF - save a child's life who needs a heart transplant - we need research $$$ - HELP - dont forget the kids.  ,0,0,0,0
@gigsandtours did i win tickets :| ,1,1,1,1
Bull Shit ,1,1,1,0
Phy test was OK ! ,0,1,1,0
"beautiful, dirty but not rich ",1,1,1,0
"@DaveMoran Good going for having a wee baby  I think I clocked up 80+ hours. I had a lot of time on my hands then, however. #fallout3",1,1,1,0
@MyShowbizName I wish you were here too ,0,0,0,1
hope everyone is having a good weekend ,1,1,1,1
"Ok,I should B sleeping,tanning or something other than standing at an auction try'n to buy pots &amp; pans for a friend  You know who U are!",1,1,1,0
@Chriss_S is this right??? ,1,0,0,1
@theonly1iknow ,0,1,1,1
trying to kill time. everyone went to fiesta so im stuck at home til tonight. going to jon michaels appt. gah im so hungry ,0,0,0,0
"Okay, so my last tweet about people... I really pretty much love em!  hate to be a debbie downer on such a lovely Friday! ",1,1,1,0
"@hedahed_xo i know, its should be illegal, seriously - i can't wait to laugh at it though ",1,0,0,0
I hate that Gail is like this ,0,0,0,0
@GentleSinner @RainyCityLove OHHH  Yay ,1,1,1,0
@wilkening I bet it was delicious! ,1,1,1,1
"my eyes are aching for some reason... since a few hours.... washing, napping, blinking fast doesnt seem to help.... ",0,0,0,0
@ZRHERO you need to start working   http://twitpic.com/6tzbr,1,0,0,0
up for an early run on this beautiful saturday morning. then spending the rest of the day by the pool. Manayunk bike race tomorrow!! ,1,1,1,1
Could use a hug right now ,0,0,0,1
@loopy3lynn  Lynn Dun &quot;OTTER&quot; castle just brings bad bad memories... need bit more info about this one ,1,0,0,0
"is glad the lakers won last night, but kinda disappointed that there's no more games to watch ",0,0,1,1
48h sans dormir  48h witout sleeping. Well then i ping !,0,1,1,0
"@mitchelmusso Hey, I am british and I'm a big fan of your's. I love the song you did with Emily      Beth xox",1,1,1,1
"@citychains ohh, right. lol, i got it, it's pretty good. thanks anyway ",1,1,1,1
History project with whit! Omg I'm sooo full ,0,0,1,0
"@bungieboy They are spec'd up to 200Mb/s, but as the LAN Ports on my current router are only 10/100 I won't be seeing those speeds ",1,0,0,1
cooked some pancakes...now leaving to Tucson to go shopping for some nice job interview clothes...Ross's here i come! ,1,1,1,0
is excited about Taylor Swift on wednesday!!! ,1,1,1,1
"Gonna finish off watching,iamsam  seriously i think its such a good movie,it made me cry when i promised myself i wouldnt, :l jpoihdf",1,0,1,0
I twisted my knee and can now barely walk on it. Not sure what happened but it hurts  #fb,0,0,0,0
Good morning. Moving a little slow this morning from my bike wreck yesterday. ,0,1,1,0
@ninoflipelican whateva nino...I dnt even want to hear it.. ,0,0,0,0
No.. The 'one' song is not gonna happen this night  http://myloc.me/42bB,0,1,1,1
@sllpinkprincess i journey to st tropez every three days  haha,1,1,1,1
@HoopinisPassion because it sucks... obviously! ,1,0,0,0
http://twitpic.com/801ij - View of the beach about an hour before we hit the road to come back to ohio ,0,0,1,0
Porto's bakery for a late lunch ,1,1,1,1
@donniewahlberg all 5* were sold out  but it has to happen! I am keeping my faith and putting my mind to work to find a solution!,0,0,0,0
I'm not having a good day Tweeple... I need some cheering up!  Or somethin...,0,1,1,0
Holy crap is it hot in my car without AC  black interior ftl durring summer,0,0,0,0
"damn you abc, why must you play Dr Who on a Sunday while Im at work  hoping I finish at 730...",0,0,0,0
You know how I'm into gags? Found this.  #nsfw  http://tinyurl.com/ooygu9,1,1,1,0
getting ready to go home ,1,0,1,1
'What I like about you' A classic show ,1,1,1,1
a vanity search for davidyhlee at oneriot.com brings up no results ,0,1,1,1
"@valberg1 =D No Problem, they'll miss you really, they just dont wanna admit it ",1,0,0,0
@ScuBVuitton thanks 4 clarifying that LOL ,1,1,1,1
@devindaiquiri :O what happen to your myspace? ,0,1,0,1
"Updated her friendster account,answered comments. *WOLLA* Almost finished. ",1,1,1,0
"it took a long time b/c of writing descs!  wrote a new one for tirloth and pwned!elathrad. i'll probably scrap them tomorrow, but. ",1,0,1,0
Watching the promotion. Its not very funny ,0,1,1,0
@laingrithdz Thanks a lot! You're very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,1,1,1,1
@JoshPer 8.30 am  *Studying* for it now.....,0,0,0,0
@toledorocks Hey! Saw your tweets.. excellent stuff. Follow me so we can tweet ,1,1,1,0
"just learned to appreciate dentists, hehe! ",1,1,1,0
Thank you for the #FF!  @BigBlackDogs @Whisk_food_blog @crispywaffle @foodphotoblog @foodluvin @afuqua @chezus1 @wildyeast,1,1,1,1
